room_type,neighbourhood,date,search_count
Entire home/apt,Oud-Noord,2014-11-01,21
Private room,De Pijp - Rivierenbuurt,2014-11-01,30
Private room,Centrum-West,2014-11-01,14
Entire home/apt,Bos en Lommer,2014-11-01,13
Private room,Bos en Lommer,2014-11-01,6
Entire home/apt,Watergraafsmeer,2014-11-01,11
Entire home/apt,Zuid,2014-11-01,12
Entire home/apt,Centrum-West,2014-11-01,21
Entire home/apt,Westerpark,2014-11-01,13
Private room,Oud-Oost,2014-11-01,12
Entire home/apt,De Pijp - Rivierenbuurt,2014-11-01,15
Private room,Centrum-Oost,2014-11-01,20
Private room,Oostelijk Havengebied - Indische Buurt,2014-11-01,2
Entire home/apt,Centrum-Oost,2014-11-01,6
Private room,Westerpark,2014-11-01,6
Entire home/apt,Slotervaart,2014-10-31,7
Entire home/apt,Bijlmer-Centrum,2014-10-31,2
Private room,Watergraafsmeer,2014-10-31,17
Private room,IJburg - Zeeburgereiland,2014-10-31,8
Entire home/apt,Westerpark,2014-10-31,18
Private room,Bos en Lommer,2014-10-31,10
Private room,Oud-Noord,2014-10-31,15
Entire home/apt,Bos en Lommer,2014-10-31,11
Private room,Zuid,2014-10-31,5
Entire home/apt,Centrum-Oost,2014-10-31,10
Private room,Gaasperdam - Driemond,2014-10-31,1
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-31,7
Private room,Geuzenveld - Slotermeer,2014-10-31,10
Private room,Oud-Oost,2014-10-31,2
Entire home/apt,Centrum-West,2014-10-31,18
Entire home/apt,Zuid,2014-10-31,23
Entire home/apt,Oud-Noord,2014-10-31,29
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-31,3
Entire home/apt,De Baarsjes - Oud-West,2014-10-31,28
Shared room,Centrum-West,2014-10-31,25
Private room,Centrum-West,2014-10-31,21
Entire home/apt,Noord-West,2014-10-31,1
Entire home/apt,Noord-Oost,2014-10-31,24
Private room,Westerpark,2014-10-31,4
Private room,Buitenveldert - Zuidas,2014-10-31,12
Private room,De Pijp - Rivierenbuurt,2014-10-31,8
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-31,34
Private room,De Aker - Nieuw Sloten,2014-10-31,12
Entire home/apt,IJburg - Zeeburgereiland,2014-10-31,17
Entire home/apt,Watergraafsmeer,2014-10-31,6
Entire home/apt,Oud-Oost,2014-10-31,2
Private room,De Baarsjes - Oud-West,2014-10-31,26
Private room,Centrum-Oost,2014-10-31,10
Private room,Zuid,2014-10-30,2
Entire home/apt,Oud-Noord,2014-10-30,10
Private room,Watergraafsmeer,2014-10-30,24
Entire home/apt,Centrum-Oost,2014-10-30,14
Private room,De Baarsjes - Oud-West,2014-10-30,22
Entire home/apt,Noord-West,2014-10-30,1
Entire home/apt,Bos en Lommer,2014-10-30,14
Private room,Centrum-West,2014-10-30,15
Private room,Gaasperdam - Driemond,2014-10-30,25
Entire home/apt,De Baarsjes - Oud-West,2014-10-30,26
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-30,25
Private room,Centrum-Oost,2014-10-30,27
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-30,6
Private room,Bos en Lommer,2014-10-30,13
Entire home/apt,Zuid,2014-10-30,27
Private room,Slotervaart,2014-10-30,6
Private room,De Pijp - Rivierenbuurt,2014-10-30,25
Entire home/apt,Centrum-West,2014-10-30,12
Private room,Oud-Oost,2014-10-30,2
Entire home/apt,Westerpark,2014-10-30,24
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-30,9
Private room,Noord-Oost,2014-10-30,1
Private room,Geuzenveld - Slotermeer,2014-10-30,14
Entire home/apt,IJburg - Zeeburgereiland,2014-10-30,1
Private room,Oud-Noord,2014-10-30,15
Entire home/apt,Buitenveldert - Zuidas,2014-10-30,11
Private room,Noord-West,2014-10-30,1
Entire home/apt,Slotervaart,2014-10-30,2
Entire home/apt,Oud-Oost,2014-10-30,5
Entire home/apt,Watergraafsmeer,2014-10-30,21
Private room,De Aker - Nieuw Sloten,2014-10-30,22
Private room,Oud-Oost,2014-10-29,8
Private room,Noord-West,2014-10-29,9
Entire home/apt,Centrum-West,2014-10-29,3
Entire home/apt,Bos en Lommer,2014-10-29,13
Private room,Westerpark,2014-10-29,14
Private room,De Pijp - Rivierenbuurt,2014-10-29,8
Private room,De Baarsjes - Oud-West,2014-10-29,9
Private room,Centrum-West,2014-10-29,20
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-29,19
Entire home/apt,Zuid,2014-10-29,1
Private room,Bos en Lommer,2014-10-29,1
Entire home/apt,De Baarsjes - Oud-West,2014-10-29,18
Entire home/apt,Westerpark,2014-10-29,9
Entire home/apt,Oud-Noord,2014-10-29,10
Entire home/apt,Watergraafsmeer,2014-10-29,11
Entire home/apt,Centrum-Oost,2014-10-29,20
Private room,Slotervaart,2014-10-29,2
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-29,19
Private room,Gaasperdam - Driemond,2014-10-29,1
Private room,Centrum-Oost,2014-10-29,21
Private room,Zuid,2014-10-29,9
Entire home/apt,Oud-Oost,2014-10-29,17
Private room,Centrum-West,2014-10-28,36
Private room,IJburg - Zeeburgereiland,2014-10-28,5
Entire home/apt,Zuid,2014-10-28,23
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-28,26
Entire home/apt,Centrum-Oost,2014-10-28,24
Private room,Bos en Lommer,2014-10-28,25
Entire home/apt,Buitenveldert - Zuidas,2014-10-28,29
Entire home/apt,De Baarsjes - Oud-West,2014-10-28,12
Entire home/apt,Bijlmer-Centrum,2014-10-28,17
Private room,Zuid,2014-10-28,3
Private room,Slotervaart,2014-10-28,1
Private room,Centrum-Oost,2014-10-28,11
Private room,De Baarsjes - Oud-West,2014-10-28,18
Private room,Noord-Oost,2014-10-28,14
Entire home/apt,Centrum-West,2014-10-28,22
Private room,De Pijp - Rivierenbuurt,2014-10-28,4
Private room,Osdorp,2014-10-28,14
Private room,De Pijp - Rivierenbuurt,2014-10-27,22
Entire home/apt,Centrum-West,2014-10-27,18
Private room,Noord-Oost,2014-10-27,9
Entire home/apt,Zuid,2014-10-27,2
Private room,Westerpark,2014-10-27,15
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-27,12
Entire home/apt,Centrum-Oost,2014-10-27,11
Private room,Bos en Lommer,2014-10-27,8
Entire home/apt,Westerpark,2014-10-27,12
Shared room,De Baarsjes - Oud-West,2014-10-27,13
Private room,Zuid,2014-10-27,6
Private room,Centrum-Oost,2014-10-27,20
Entire home/apt,Oud-Oost,2014-10-27,13
Private room,De Baarsjes - Oud-West,2014-10-27,12
Entire home/apt,De Baarsjes - Oud-West,2014-10-27,40
Private room,Centrum-West,2014-10-27,26
Private room,Slotervaart,2014-10-27,1
Private room,Bijlmer-Oost,2014-10-27,19
Private room,IJburg - Zeeburgereiland,2014-10-27,2
Private room,Noord-West,2014-10-27,7
Private room,Centrum-Oost,2014-10-26,16
Entire home/apt,Centrum-West,2014-10-26,10
Private room,Centrum-West,2014-10-26,15
Private room,De Aker - Nieuw Sloten,2014-10-26,15
Private room,Oud-Oost,2014-10-26,11
Entire home/apt,Oud-Oost,2014-10-26,15
Private room,De Pijp - Rivierenbuurt,2014-10-26,6
Entire home/apt,Centrum-Oost,2014-10-26,20
Private room,De Baarsjes - Oud-West,2014-10-26,21
Entire home/apt,Westerpark,2014-10-26,4
Private room,Zuid,2014-10-26,17
Entire home/apt,Zuid,2014-10-26,11
Private room,Osdorp,2014-10-26,1
Entire home/apt,De Baarsjes - Oud-West,2014-10-26,6
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-26,9
Private room,IJburg - Zeeburgereiland,2014-10-26,1
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-26,3
Private room,Slotervaart,2014-10-26,1
Entire home/apt,Bos en Lommer,2014-10-26,17
Entire home/apt,Watergraafsmeer,2014-10-25,4
Entire home/apt,De Baarsjes - Oud-West,2014-10-25,7
Shared room,Centrum-West,2014-10-25,29
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-25,9
Entire home/apt,Westerpark,2014-10-25,10
Private room,Zuid,2014-10-25,26
Private room,Geuzenveld - Slotermeer,2014-10-25,19
Private room,De Pijp - Rivierenbuurt,2014-10-25,32
Private room,De Baarsjes - Oud-West,2014-10-25,23
Entire home/apt,Oud-Noord,2014-10-25,12
Entire home/apt,Zuid,2014-10-25,1
Private room,Bos en Lommer,2014-10-25,13
Private room,Noord-Oost,2014-10-25,20
Entire home/apt,Centrum-Oost,2014-10-25,22
Private room,Centrum-West,2014-10-25,39
Entire home/apt,Bos en Lommer,2014-10-25,3
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-25,29
Private room,Slotervaart,2014-10-25,1
Private room,Oud-Oost,2014-10-25,15
Entire home/apt,Centrum-West,2014-10-25,24
Private room,Centrum-Oost,2014-10-25,21
Entire home/apt,Oud-Oost,2014-10-25,24
Private room,Westerpark,2014-10-25,20
Private room,Noord-Oost,2014-10-24,8
Private room,Slotervaart,2014-10-24,21
Entire home/apt,De Aker - Nieuw Sloten,2014-10-24,16
Entire home/apt,Oud-Oost,2014-10-24,13
Entire home/apt,De Baarsjes - Oud-West,2014-10-24,16
Entire home/apt,Centrum-Oost,2014-10-24,16
Entire home/apt,IJburg - Zeeburgereiland,2014-10-24,9
Entire home/apt,Centrum-West,2014-10-24,19
Entire home/apt,Westerpark,2014-10-24,5
Private room,IJburg - Zeeburgereiland,2014-10-24,16
Private room,Bos en Lommer,2014-10-24,1
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-24,4
Private room,De Pijp - Rivierenbuurt,2014-10-24,5
Entire home/apt,Bos en Lommer,2014-10-24,20
Entire home/apt,Zuid,2014-10-24,16
Private room,Centrum-Oost,2014-10-24,23
Private room,Centrum-West,2014-10-24,17
Private room,Osdorp,2014-10-24,15
Private room,Oud-Oost,2014-10-24,18
Entire home/apt,Oud-Noord,2014-10-24,16
Private room,Noord-West,2014-10-24,2
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-24,8
Private room,De Baarsjes - Oud-West,2014-10-24,13
Private room,Westerpark,2014-10-24,11
Private room,Zuid,2014-10-24,1
Entire home/apt,Noord-Oost,2014-10-24,23
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-24,4
Private room,De Pijp - Rivierenbuurt,2014-10-23,2
Private room,Westerpark,2014-10-23,32
Private room,Noord-Oost,2014-10-23,1
Entire home/apt,Centrum-Oost,2014-10-23,10
Private room,Slotervaart,2014-10-23,15
Private room,Bijlmer-Oost,2014-10-23,18
Private room,Osdorp,2014-10-23,11
Entire home/apt,Osdorp,2014-10-23,4
Entire home/apt,Bos en Lommer,2014-10-23,3
Private room,Oud-Oost,2014-10-23,2
Private room,De Aker - Nieuw Sloten,2014-10-23,10
Private room,Bos en Lommer,2014-10-23,2
Shared room,Centrum-West,2014-10-23,6
Entire home/apt,Oud-Noord,2014-10-23,1
Private room,Noord-West,2014-10-23,4
Private room,Centrum-West,2014-10-23,32
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-23,1
Entire home/apt,De Baarsjes - Oud-West,2014-10-23,27
Private room,Geuzenveld - Slotermeer,2014-10-23,6
Entire home/apt,Centrum-West,2014-10-23,33
Private room,De Baarsjes - Oud-West,2014-10-23,8
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-23,11
Entire home/apt,Watergraafsmeer,2014-10-23,1
Entire home/apt,Zuid,2014-10-23,9
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-23,16
Private room,Zuid,2014-10-23,6
Private room,Centrum-Oost,2014-10-23,13
Entire home/apt,Oud-Oost,2014-10-23,14
Entire home/apt,Westerpark,2014-10-23,24
Private room,Centrum-West,2014-10-22,25
Private room,Oud-Oost,2014-10-22,10
Entire home/apt,Westerpark,2014-10-22,10
Entire home/apt,Zuid,2014-10-22,27
Private room,Bos en Lommer,2014-10-22,1
Entire home/apt,Oud-Oost,2014-10-22,18
Entire home/apt,Bos en Lommer,2014-10-22,16
Private room,De Baarsjes - Oud-West,2014-10-22,12
Entire home/apt,Centrum-Oost,2014-10-22,21
Entire home/apt,De Baarsjes - Oud-West,2014-10-22,18
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-22,1
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-22,21
Private room,Zuid,2014-10-22,40
Private room,Noord-West,2014-10-22,1
Private room,Osdorp,2014-10-22,14
Entire home/apt,Centrum-West,2014-10-22,23
Private room,Oud-Noord,2014-10-22,1
Private room,Noord-Oost,2014-10-22,1
Private room,Slotervaart,2014-10-22,6
Entire home/apt,Oud-Noord,2014-10-22,1
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-22,8
Private room,De Pijp - Rivierenbuurt,2014-10-22,6
Private room,Centrum-Oost,2014-10-22,44
Private room,Westerpark,2014-10-21,16
Private room,IJburg - Zeeburgereiland,2014-10-21,7
Entire home/apt,De Baarsjes - Oud-West,2014-10-21,4
Private room,Watergraafsmeer,2014-10-21,21
Private room,Centrum-West,2014-10-21,4
Private room,Buitenveldert - Zuidas,2014-10-21,6
Entire home/apt,Centrum-West,2014-10-21,23
Private room,Oud-Oost,2014-10-21,16
Entire home/apt,Oud-Noord,2014-10-21,8
Entire home/apt,Buitenveldert - Zuidas,2014-10-21,16
Entire home/apt,Bos en Lommer,2014-10-21,15
Private room,Slotervaart,2014-10-21,3
Entire home/apt,Westerpark,2014-10-21,22
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-21,25
Private room,Bos en Lommer,2014-10-21,6
Private room,De Pijp - Rivierenbuurt,2014-10-21,25
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-21,23
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-21,6
Entire home/apt,Zuid,2014-10-21,20
Entire home/apt,Centrum-Oost,2014-10-21,3
Private room,Centrum-Oost,2014-10-21,5
Private room,Zuid,2014-10-21,19
Private room,Noord-Oost,2014-10-21,15
Private room,De Baarsjes - Oud-West,2014-10-21,27
Private room,De Baarsjes - Oud-West,2014-10-20,25
Private room,De Pijp - Rivierenbuurt,2014-10-20,1
Private room,IJburg - Zeeburgereiland,2014-10-20,19
Private room,Zuid,2014-10-20,17
Private room,Westerpark,2014-10-20,16
Private room,Osdorp,2014-10-20,4
Entire home/apt,Centrum-Oost,2014-10-20,22
Entire home/apt,De Baarsjes - Oud-West,2014-10-20,21
Private room,Slotervaart,2014-10-20,20
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-20,7
Entire home/apt,Centrum-West,2014-10-20,12
Entire home/apt,Oud-Oost,2014-10-20,1
Entire home/apt,Slotervaart,2014-10-20,1
Private room,Centrum-Oost,2014-10-20,10
Shared room,De Baarsjes - Oud-West,2014-10-20,1
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-20,1
Private room,Centrum-West,2014-10-20,39
Entire home/apt,Westerpark,2014-10-20,25
Private room,Geuzenveld - Slotermeer,2014-10-20,1
Entire home/apt,Zuid,2014-10-20,1
Entire home/apt,Bos en Lommer,2014-10-20,2
Entire home/apt,Osdorp,2014-10-20,7
Private room,Bos en Lommer,2014-10-20,4
Private room,Zuid,2014-10-19,3
Private room,Centrum-West,2014-10-19,21
Entire home/apt,De Baarsjes - Oud-West,2014-10-19,15
Private room,Noord-Oost,2014-10-19,25
Private room,Westerpark,2014-10-19,10
Private room,Slotervaart,2014-10-19,31
Entire home/apt,Oud-Oost,2014-10-19,1
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-19,27
Entire home/apt,Centrum-West,2014-10-19,9
Entire home/apt,Zuid,2014-10-19,9
Entire home/apt,Watergraafsmeer,2014-10-19,6
Entire home/apt,Centrum-Oost,2014-10-19,7
Entire home/apt,Westerpark,2014-10-19,5
Private room,Oud-Oost,2014-10-19,2
Private room,De Baarsjes - Oud-West,2014-10-19,5
Private room,De Pijp - Rivierenbuurt,2014-10-19,3
Entire home/apt,Noord-West,2014-10-19,20
Entire home/apt,Slotervaart,2014-10-19,6
Private room,Centrum-Oost,2014-10-19,12
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-19,1
Entire home/apt,Oud-Noord,2014-10-19,2
Private room,Oud-Oost,2014-10-18,4
Private room,De Pijp - Rivierenbuurt,2014-10-18,11
Private room,IJburg - Zeeburgereiland,2014-10-18,13
Entire home/apt,De Aker - Nieuw Sloten,2014-10-18,5
Entire home/apt,Zuid,2014-10-18,6
Private room,Centrum-Oost,2014-10-18,22
Private room,De Baarsjes - Oud-West,2014-10-18,18
Entire home/apt,Centrum-Oost,2014-10-18,14
Entire home/apt,Slotervaart,2014-10-18,10
Private room,Osdorp,2014-10-18,10
Entire home/apt,Westerpark,2014-10-18,11
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-18,3
Private room,Slotervaart,2014-10-18,2
Private room,Centrum-West,2014-10-18,21
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-18,6
Private room,Bos en Lommer,2014-10-18,8
Entire home/apt,Centrum-West,2014-10-18,16
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-18,31
Private room,Zuid,2014-10-18,6
Private room,Westerpark,2014-10-18,15
Entire home/apt,Bos en Lommer,2014-10-18,23
Entire home/apt,IJburg - Zeeburgereiland,2014-10-18,7
Private room,Oud-Noord,2014-10-18,3
Entire home/apt,De Baarsjes - Oud-West,2014-10-18,19
Entire home/apt,Centrum-Oost,2014-10-17,11
Entire home/apt,Bos en Lommer,2014-10-17,20
Private room,Noord-Oost,2014-10-17,11
Private room,De Pijp - Rivierenbuurt,2014-10-17,22
Private room,Zuid,2014-10-17,16
Private room,De Baarsjes - Oud-West,2014-10-17,9
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-17,16
Entire home/apt,Westerpark,2014-10-17,11
Entire home/apt,Oud-Noord,2014-10-17,14
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-17,3
Private room,Centrum-Oost,2014-10-17,23
Private room,Buitenveldert - Zuidas,2014-10-17,9
Private room,Oud-Oost,2014-10-17,4
Private room,IJburg - Zeeburgereiland,2014-10-17,3
Entire home/apt,Noord-Oost,2014-10-17,13
Entire home/apt,Centrum-West,2014-10-17,25
Private room,Geuzenveld - Slotermeer,2014-10-17,19
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-17,7
Private room,Bos en Lommer,2014-10-17,8
Private room,Centrum-West,2014-10-17,25
Private room,Westerpark,2014-10-17,18
Entire home/apt,De Baarsjes - Oud-West,2014-10-17,28
Entire home/apt,Oud-Oost,2014-10-17,12
Entire home/apt,Zuid,2014-10-17,3
Entire home/apt,Watergraafsmeer,2014-10-17,19
Entire home/apt,Bijlmer-Centrum,2014-10-16,1
Entire home/apt,Bos en Lommer,2014-10-16,18
Entire home/apt,De Baarsjes - Oud-West,2014-10-16,14
Entire home/apt,Slotervaart,2014-10-16,5
Entire home/apt,Centrum-Oost,2014-10-16,23
Private room,Noord-West,2014-10-16,1
Private room,Noord-Oost,2014-10-16,8
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-16,11
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-16,10
Private room,Bos en Lommer,2014-10-16,4
Entire home/apt,Oud-Noord,2014-10-16,14
Private room,Centrum-Oost,2014-10-16,21
Entire home/apt,Westerpark,2014-10-16,32
Private room,Geuzenveld - Slotermeer,2014-10-16,1
Entire home/apt,Zuid,2014-10-16,3
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-16,2
Private room,Slotervaart,2014-10-16,2
Private room,Westerpark,2014-10-16,5
Entire home/apt,Centrum-West,2014-10-16,18
Private room,Oud-Noord,2014-10-16,8
Private room,Oud-Oost,2014-10-16,2
Private room,Zuid,2014-10-16,24
Private room,Centrum-West,2014-10-16,13
Private room,IJburg - Zeeburgereiland,2014-10-16,2
Private room,De Aker - Nieuw Sloten,2014-10-16,2
Entire home/apt,Noord-Oost,2014-10-16,17
Entire home/apt,Oud-Oost,2014-10-16,6
Private room,De Baarsjes - Oud-West,2014-10-16,22
Private room,De Pijp - Rivierenbuurt,2014-10-16,25
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-15,35
Private room,Centrum-West,2014-10-15,29
Entire home/apt,Centrum-West,2014-10-15,16
Private room,Zuid,2014-10-15,18
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-15,4
Private room,De Baarsjes - Oud-West,2014-10-15,15
Entire home/apt,De Baarsjes - Oud-West,2014-10-15,4
Entire home/apt,Oud-Oost,2014-10-15,7
Entire home/apt,Westerpark,2014-10-15,2
Private room,Centrum-Oost,2014-10-15,6
Private room,Oud-Noord,2014-10-15,1
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-15,20
Entire home/apt,Bos en Lommer,2014-10-15,1
Private room,IJburg - Zeeburgereiland,2014-10-15,2
Entire home/apt,Zuid,2014-10-15,3
Entire home/apt,Oud-Noord,2014-10-15,1
Private room,Noord-Oost,2014-10-15,18
Private room,De Pijp - Rivierenbuurt,2014-10-15,16
Entire home/apt,Centrum-Oost,2014-10-15,16
Private room,Bijlmer-Oost,2014-10-15,20
Private room,Slotervaart,2014-10-15,14
Private room,Westerpark,2014-10-15,1
Private room,Oud-Oost,2014-10-15,2
Private room,Bos en Lommer,2014-10-15,18
Private room,Westerpark,2014-10-14,12
Private room,Centrum-West,2014-10-14,6
Entire home/apt,Westerpark,2014-10-14,28
Private room,Oud-Oost,2014-10-14,4
Private room,Osdorp,2014-10-14,1
Private room,De Pijp - Rivierenbuurt,2014-10-14,10
Entire home/apt,Zuid,2014-10-14,8
Private room,Slotervaart,2014-10-14,17
Private room,Buitenveldert - Zuidas,2014-10-14,29
Private room,Geuzenveld - Slotermeer,2014-10-14,1
Entire home/apt,Centrum-Oost,2014-10-14,28
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-14,36
Private room,De Baarsjes - Oud-West,2014-10-14,13
Private room,Centrum-Oost,2014-10-14,28
Entire home/apt,De Baarsjes - Oud-West,2014-10-14,13
Entire home/apt,Bos en Lommer,2014-10-14,24
Private room,Bos en Lommer,2014-10-14,11
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-14,16
Entire home/apt,Oud-Oost,2014-10-14,3
Entire home/apt,Centrum-West,2014-10-14,20
Private room,IJburg - Zeeburgereiland,2014-10-14,1
Private room,Oud-Oost,2014-10-13,1
Private room,Zuid,2014-10-13,5
Entire home/apt,Oud-Oost,2014-10-13,4
Private room,IJburg - Zeeburgereiland,2014-10-13,18
Private room,De Pijp - Rivierenbuurt,2014-10-13,12
Private room,Centrum-West,2014-10-13,29
Entire home/apt,Oud-Noord,2014-10-13,2
Entire home/apt,De Baarsjes - Oud-West,2014-10-13,3
Entire home/apt,Noord-Oost,2014-10-13,12
Entire home/apt,Centrum-Oost,2014-10-13,7
Entire home/apt,Buitenveldert - Zuidas,2014-10-13,7
Private room,De Baarsjes - Oud-West,2014-10-13,6
Private room,Centrum-Oost,2014-10-13,5
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-13,7
Entire home/apt,Watergraafsmeer,2014-10-13,12
Private room,Bos en Lommer,2014-10-13,23
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-13,37
Entire home/apt,Westerpark,2014-10-13,18
Entire home/apt,Centrum-West,2014-10-13,20
Entire home/apt,Bos en Lommer,2014-10-13,22
Private room,Slotervaart,2014-10-13,8
Entire home/apt,Zuid,2014-10-13,13
Private room,Noord-West,2014-10-13,13
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-13,15
Private room,Watergraafsmeer,2014-10-13,19
Private room,Gaasperdam - Driemond,2014-10-13,8
Entire home/apt,Watergraafsmeer,2014-10-12,1
Entire home/apt,Oud-Oost,2014-10-12,5
Private room,Centrum-Oost,2014-10-12,23
Private room,Oud-Oost,2014-10-12,22
Private room,De Aker - Nieuw Sloten,2014-10-12,1
Entire home/apt,Buitenveldert - Zuidas,2014-10-12,1
Entire home/apt,De Baarsjes - Oud-West,2014-10-12,21
Entire home/apt,Centrum-West,2014-10-12,32
Private room,Zuid,2014-10-12,11
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-12,19
Private room,De Baarsjes - Oud-West,2014-10-12,26
Entire home/apt,Slotervaart,2014-10-12,1
Private room,Noord-Oost,2014-10-12,22
Entire home/apt,Oud-Noord,2014-10-12,1
Private room,De Pijp - Rivierenbuurt,2014-10-12,22
Entire home/apt,Zuid,2014-10-12,7
Entire home/apt,Westerpark,2014-10-12,10
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-12,10
Entire home/apt,Centrum-Oost,2014-10-12,15
Private room,Bos en Lommer,2014-10-12,9
Private room,Centrum-West,2014-10-12,28
Private room,Osdorp,2014-10-12,21
Private room,Oud-Noord,2014-10-12,2
Entire home/apt,Bos en Lommer,2014-10-12,5
Private room,Buitenveldert - Zuidas,2014-10-12,8
Private room,Westerpark,2014-10-12,17
Private room,Slotervaart,2014-10-12,3
Entire home/apt,Buitenveldert - Zuidas,2014-10-11,1
Private room,Noord-Oost,2014-10-11,9
Entire home/apt,Watergraafsmeer,2014-10-11,20
Private room,Centrum-Oost,2014-10-11,12
Entire home/apt,Bos en Lommer,2014-10-11,33
Private room,Slotervaart,2014-10-11,17
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-11,1
Private room,De Baarsjes - Oud-West,2014-10-11,6
Private room,Westerpark,2014-10-11,23
Private room,Osdorp,2014-10-11,20
Private room,Oud-Oost,2014-10-11,28
Entire home/apt,Centrum-West,2014-10-11,22
Private room,Bijlmer-Oost,2014-10-11,15
Private room,De Aker - Nieuw Sloten,2014-10-11,1
Entire home/apt,Centrum-Oost,2014-10-11,9
Entire home/apt,Noord-West,2014-10-11,2
Entire home/apt,Westerpark,2014-10-11,7
Private room,De Pijp - Rivierenbuurt,2014-10-11,15
Shared room,De Baarsjes - Oud-West,2014-10-11,14
Private room,Centrum-West,2014-10-11,11
Entire home/apt,De Baarsjes - Oud-West,2014-10-11,39
Entire home/apt,Oud-Noord,2014-10-11,8
Entire home/apt,Slotervaart,2014-10-11,1
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-11,27
Entire home/apt,Noord-Oost,2014-10-11,8
Private room,Zuid,2014-10-11,17
Private room,Oud-Noord,2014-10-11,4
Private room,IJburg - Zeeburgereiland,2014-10-11,17
Entire home/apt,Zuid,2014-10-11,25
Private room,Watergraafsmeer,2014-10-11,10
Entire home/apt,Oud-Oost,2014-10-11,15
Private room,IJburg - Zeeburgereiland,2014-10-10,1
Private room,Buitenveldert - Zuidas,2014-10-10,17
Entire home/apt,De Baarsjes - Oud-West,2014-10-10,39
Private room,De Baarsjes - Oud-West,2014-10-10,23
Entire home/apt,Centrum-Oost,2014-10-10,23
Private room,Osdorp,2014-10-10,14
Private room,Westerpark,2014-10-10,13
Entire home/apt,Centrum-West,2014-10-10,42
Entire home/apt,Slotervaart,2014-10-10,19
Private room,Zuid,2014-10-10,3
Private room,Oud-Oost,2014-10-10,39
Private room,De Pijp - Rivierenbuurt,2014-10-10,13
Entire home/apt,Oostelijk Havengebied - Indische Buurt,2014-10-10,9
Private room,Geuzenveld - Slotermeer,2014-10-10,1
Entire home/apt,De Pijp - Rivierenbuurt,2014-10-10,20
Entire home/apt,Bijlmer-Oost,2014-10-10,1
Private room,Noord-West,2014-10-10,1
Entire home/apt,Oud-Oost,2014-10-10,7
Entire home/apt,Westerpark,2014-10-10,20
Private room,Oostelijk Havengebied - Indische Buurt,2014-10-10,10
Private room,Watergraafsmeer,2014-10-10,9
Private room,Noord-Oost,2014-10-10,1
Entire home/apt,Bos en Lommer,2014-10-10,32
Entire home/apt,Watergraafsmeer,2014-10-10,21
Private room,Centrum-Oost,2014-10-10,37
